"CNPJ","NOME_DA_INSTITUIÇÃO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","TIPO_COOPERATIVA","CLASSE_COOPER","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"3269540.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MILITARES, POLICIA CIVIL E DA SECRETARIA DA EDUCAÇAO DO ESTADO DE MINAS GERAIS LTDA - COOPEMG","RUA DIABASE, 207",NA,"PRADO","30410440.000000","BELO HORIZONTE","MG","31.000000","21117600.000000","Crédito Mútuo","Singular","COOPEMG@COOPEMG.COM.BR","WWW.COOPEMG.COOP.BR","2007","10","cooperativas"
"3319911.000000","COOPERATIVA DE CRÉDITO RURAL DA BAIXA MOGIANA","RUA PADRE ROQUE, 93",NA,"CENTRO","13800033.000000","MOGI-MIRIM","SP","19.000000","38629504.000000","Crédito Rural","Singular","CREDIMOGIANA@UOL.COM.BR",NA,"2007","10","cooperativas"
"3320525.000000","COOPERATIVA DE CRÉDITO DOS COMERCIANTES DE CONFECÇÕES E CERAMISTAS DE ARAGUARI E REGIÃO LTDA. -SICOOB ARACOOP","RUA MARCIANO SANTOS,146/150",NA,"CENTRO","38440128.000000","ARAGUARI","MG","34.000000","32422345.000000","Crédito Mútuo - Mista","Singular","ARACOOP@UOL.COM.BR","WWW.ARACOOP.COM.BR","2007","10","cooperativas"
"3323621.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES EM ENSINO NO DISTRITO FEDERAL-CRÉD-ENSINO","SC/SUL QUADRA 05, BLOCO B, 74, LOJA 16","SUBSOLO-EDIFICIO GALERIA AMAZONAS","SETOR COMERCIAL SUL","70300908.000000","BRASILIA","DF","61.000000","33238215.000000","Crédito Mútuo","Singular","CRED_ENSINO@SOLAR.COM.BR",NA,"2007","10","cooperativas"
"3326437.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO ESTADO DE MATO GROSSO - CREDIJUD","AV HISTORIADOR RUBENS DE MENDONCA, S/N.",NA,"CENTRO POL.ADMINISTR","78010210.000000","CUIABA","MT","65.000000","39017030.000000","Crédito Mútuo","Singular","CONTABILIDADE@CREDIJUD.COOP.BRCREDIJUD@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3326826.000000","CREDIVIG-COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS VIGILANTES PROFISSIONAIS DA AREA DE SEGURANCA PRIVADA DO ESTADO DO RIO DE JANEIRO LTDA","RUA DA ASSEMBLEIA, 10 SALA 1221","EDIFICIO CANDIDO MENDES","CENTRO","20011000.000000","RIO DE JANEIRO","RJ","21.000000","22245620.000000","Crédito Mútuo","Singular","CREDIVIG@BOL.COM.BR",NA,"2007","10","cooperativas"
"3329154.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER LEGISLATIVO FEDERAL - LEGISCRED","SAF SUL QUADRA - LOTE 1 - ED. SEDE TCU - TERREO","SALA 7","ASA SUL","70042900.000000","BRASILIA","DF","61.000000","32252007.000000","Crédito Mútuo","Singular","LEGISCRED@LEGISCRED.COOP.BR",NA,"2007","10","cooperativas"
"3348165.000000","COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE VERE - CRESOL VERE","AV. GETULIO VARGAS, 549",NA,"CENTRO","85585000.000000","VERE","PR","46.000000","35351456.000000","Crédito Rural","Singular","VERE@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"3356447.000000","COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CANDOI - CRESOL CANDOI","AVENIDA ANIZIO PEDRO DA LUZ, S/N",NA,"CENTRO","85140000.000000","CANDOI","PR","42.000000","36381333.000000","Crédito Rural","Singular","CANDOI@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"3358914.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPIRITO SANTO - CREDIROCHAS","PRACA JERONIMO MONTEIRO, 101",NA,"CENTRO","29300170.000000","CACHOEIRO DE ITAPEMIRIM","ES","28.000000","35111131.000000","Crédito Mútuo","Singular","CREDIROCHAS@SICOOBES.COM.BR","WWW.SICOOBES.COM.BR","2007","10","cooperativas"
"3365338.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CUIABA - CREDICUIABA","TRAVESSA JOAO CELESTINO, 73",NA,"CENTRO","78005470.000000","CUIABA","MT","65.000000","3211056.000000","Crédito Mútuo","Singular",NA,NA,"2007","10","cooperativas"
"3373150.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DA PARAÍBA - CREDS LTDA.","RUA JÚLIA FREIRE, 1200","EDF. METROPOLITAN, SALA 03","EXPEDICIONÁRIOS","58041000.000000","JOAO PESSOA","PB","83.000000","32441208.000000","Crédito Mútuo","Singular","CREDS@CREDS.COM.BR","WWW.CREDS.COM.BR","2007","10","cooperativas"
"3400651.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA SUPERMERCADOS JAU SERVE - COOPERJS","AVENIDA JOAO SANZOVO, 1401",NA,"DISTRITO INDUSTRIAL","17206220.000000","JAU","SP","14.000000","36025284.000000","Crédito Mútuo","Singular","COOPERJS@JAUSERVE.COM.BR",NA,"2007","10","cooperativas"
"3412878.000000","COOPERATIVA  DE  CRÉDITO DA REGIÃO DE ITURAMA LTDA  SICOOB CREDIRAMA","AV. BELO HORIZONTE","1544","CENTRO","38280000.000000","ITURAMA","MG","34.000000","4113677.000000","Livre Admissão - população até 300 mil habitantes","Singular","CREDIRAMA@NETSITE.COM.BR",NA,"2007","10","cooperativas"
"3419786.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DO ESTADO DE SANTA CATARINA-CREDISC","RUA MARECHAL GUILHERME, 147","TERREO","CENTRO","88015100.000000","FLORIANOPOLIS","SC","48.000000","32249234.000000","Crédito Mútuo","Singular","CREDISC@CREDISC.COM.BR","WWW.CREDISC.COM.BR","2007","10","cooperativas"
"3422007.000000","COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES","RUA SAO BENTO, 365","18º ANDAR","CENTRO","1011100.000000","SAO PAULO","SP","11.000000","31011555.000000","Crédito Mútuo","Singular","MARTA.COSTA@BANCREDI.COM.BR","WWW.BANCREDI.COM.BR","2007","10","cooperativas"
"3427097.000000","CECRISACRED - COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA E COMÉRCIO DO RAMO DE MATERIAIS DE CONSTRUÇÃO DA REGIÃO DE CRICIÚMA.","AV.MANOEL DELFINO DE FREITAS,1001",NA,"PROSPERA","88813900.000000","CRICIUMA","SC","48.000000","34316237.000000","Crédito Mútuo","Singular","VAM@CECRISA.COM.BR",NA,"2007","10","cooperativas"
"3428338.000000","CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DAS INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA LTDA.","RUA APRIGIO VELOSO, 882","BLOCO AA","BODOCONGO","58109900.000000","CAMPINA GRANDE","PB","83.000000","33101243.000000","Crédito Mútuo","Singular","CABRAL@CREDUNI.COM.BR","WWW.CREDUNI.COM.BR","2007","10","cooperativas"
"3453295.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO DO RIO GRANDE DO SUL-SICREDIJUSTIÇA","RUA CELESTE GOBBATO, 150","SALA 403","PRAIA DE BELAS","90110160.000000","PORTO ALEGRE","RS","51.000000","32210130.000000","Crédito Mútuo","Singular","SJUS@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3459850.000000","COOPERATIVA DE POUPANÇA E CRÉDITO DOS PEQUENOS EMPRESÁRIOS MICROEMPRESÁRIOS E MICROEMPREENDEORES DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO","AV. COLOMBO, 7326",NA,"ZONA 07","87020001.000000","MARINGA","PR","44.000000","30276970.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","CONTROLADORIA@SICOOBMETROPOLITANO.COM.BR",NA,"2007","10","cooperativas"
"3461243.000000","COOPERATIVA DE CRÉDITO DOS EMPREGADOS EM EMPRESAS TÊXTEIS   CREDITÊXTIL","RUA 2 DE SETEMBRO, 2660",NA,"ITOUPAVA NORTE","89052001.000000","BLUMENAU","SC","47.000000","33236787.000000","Crédito Mútuo","Singular","CREDITEXTIL@CREDITEXTIL.COOP.BR","WWW.CREDITEXTIL.COOP.BR","2007","10","cooperativas"
"3480988.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA CRUZ - COPACRED","ROD SP 255 - KM 282,5 (CAIXA POSTAL 09)",NA,"CENTRO","14820000.000000","AMERICO BRASILIENSE","SP","16.000000","33939917.000000","Crédito Mútuo","Singular","COPACRED@USINASANTACRUZ.COM.BR",NA,"2007","10","cooperativas"
"3485130.000000","COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDARIA DE SANTA ROSA DE LIMA-CRESOL SANTA ROSA DE LIMA","RUA GERMANO HERMESMEYER, Nº 209","SALA 1","CENTRO","88763000.000000","SANTA ROSA DE LIMA","SC","48.000000","36540170.000000","Crédito Rural","Singular","SANTAROSA@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"3497143.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL DO ESTADO DE RONDÔNIA - CREDIFORTE","AV. GOVERNADOR JORGE TEIXEIRA, 86","SALAS 207/209","NOVA PORTO VELHO","78906100.000000","PORTO VELHO","RO","69.000000","32255621.000000","Crédito Mútuo","Singular","CREDIFORTE@ENTER-NET.COM.BR","WW.CREDIFORT.COM.BR","2007","10","cooperativas"
"3500740.000000","COOPERATIVA DE CREDITO RURAL DA GRANDE CACERES","RUA CORONEL FARIA, N. 110",NA,"CENTRO","78200000.000000","CACERES","MT","65.000000","32236669.000000","Crédito Rural","Singular","ELISANGELA_MOURA@SICREDI.COM.BR","WWW.SICREDI.COM.BR","2007","10","cooperativas"
"3502131.000000","COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB CENTRAL NORTE","RUA MARECHAL DEODORO, 2186","1º PISO","CENTRO","78900800.000000","PORTO VELHO","RO","69.000000","21811007.000000","Crédito Mútuo","Central","CENTRALNORTE@CENTRALNORTE.COM.BR",NA,"2007","10","cooperativas"
"3519240.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA","RUA TIMBIRAS,2928 - 6º ANDAR",NA,"BARRO PRETO","30140062.000000","BELO HORIZONTE","MG","31.000000","30485574.000000","Crédito Mútuo","Singular","MPCRED@MPCRED.COM.BR","WWW.MPCRED.COM.BR","2007","10","cooperativas"
"3528402.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES EM SEGURANCA PÚBLICA DO ESTADO DO ACRE - SICOOB CREDMAC","RUA RUI BARBOSA, 70","COMANDO GERAL DA PMAC","BASE","69908680.000000","RIO BRANCO","AC","68.000000","32237886.000000","Crédito Mútuo","Singular","CREDMAC@UOL.COM.BR",NA,"2007","10","cooperativas"
"3535065.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE OSASCO E REGIÃO - CREDMETAL","RUA ERASMO BRAGA, 307","2º ANDAR","PRESIDENTE ALTINO","6213008.000000","OSASCO","SP","11.000000","36882423.000000","Crédito Mútuo","Singular","CREDMETA@CREDMETAL.COM.BR","WWW.CREDMETAL.COM.BR","2007","10","cooperativas"
"3559425.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE CACHOEIRO DE ITAPEMIRIM - UNICRED SUL CAPIXABA","RUA RESK SALIM CARONE, 36","LOJA 3","GILBERTO MACHADO","29303310.000000","CACHOEIRO DE ITAPEMIRIM","ES","28.000000","35216822.000000","Crédito Mútuo","Singular","SULCAPIXABA@UNICREDSULCAPIXABA.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"3565483.000000","CECM DOS SERVIDORES DA SECRETARIA DA FAZENDA DO ESTADO DE GOIÁS","RUA HENRIQUE SILVA,312",NA,"SETOR SUL","74083020.000000","GOIANIA","GO","62.000000","32185942.000000","Crédito Mútuo","Singular","CREDIAFFEGO@CULTURA.COM.BR","WWW.CREDIAFFEGO.COM.BR","2007","10","cooperativas"
"3566655.000000","COOPERATIVA DE CRÉDITO RURAL CELEIRO DO MS - SICREDI CELEIRO MS","AV. MATO GROSSO DO SUL, Nº 1.054",NA,"CENTRO","79490000.000000","SAO GABRIEL DO OESTE","MS","67.000000","2953553.000000","Crédito Rural","Singular","UPCENTRONORTE@SICREDIMS.COM.BR",NA,"2007","10","cooperativas"
"3575699.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE RIBEIRÃO PRETO - MEDCRED DE RIBEIRÃO PRETO","RUA CERQUEIRA CESAR, 745",NA,"CENTRO","14010130.000000","RIBEIRAO PRETO","SP","16.000000","6256900.000000","Crédito Mútuo","Singular","MEDCRED@MEDCRED.COM.BR","WWW.MEDCRED.COM.BR","2007","10","cooperativas"
"3581767.000000","COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DA REGIÃO NORDESTE DO RIO GRANDE DO SUL - SICREDI CAXIAS DO SUL","RUA BORGES DE MEDEIROS, 578",NA,NA,"95020310.000000","CAXIAS DO SUL","RS","54.000000","32145000.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","SICREDI@SICREDICAXIAS.COM.BR",NA,"2007","10","cooperativas"
"3590086.000000","COOPERATIVA DE CRÉDITO RURAL DO SUL DE MINAS LTDA.","RUA VIRGILIO ALVES PEREIRA","55","NOVO HORIZONTE","37472000.000000","CARMO DE MINAS","MG","35.000000","3341743.000000","Crédito Rural","Singular","RIVER@STARWEB.COM.BR",NA,"2007","10","cooperativas"
"3603683.000000","CREDSEF-CECMS DA SECRETARIA DE FAZENDA DO DISTRITO FEDERAL","SRTVN - QUADRA 702, CONJUNTO P, ED. RÁDIO CENTER","SALA 2031","ASA NORTE","70719900.000000","BRASILIA","DF","61.000000","32014422.000000","Crédito Mútuo","Singular","CREDSEF@CREDSEF.COM.BR",NA,"2007","10","cooperativas"
"3606488.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB) - CREDIUESB","ESTRADA BEM QUERER, KM 04","CAMPUS UNIVERSITARIO DA UESB","UNIVERSITARIO","45083900.000000","VITORIA DA CONQUISTA","BA","77.000000","34250085.000000","Crédito Mútuo","Singular","CREDIUESB@UESB.BR",NA,"2007","10","cooperativas"
"3612679.000000","COOPERATIVA DE CRÉDITO MÚTUO SERVIDORES PÚBLICOS MUNICIPAIS DO GRANDE ABC - CREDIABC","RUA JOAO PESSOA, 454",NA,"CENTRO","9715000.000000","SAO BERNARDO DO CAMPO","SP","11.000000","43328047.000000","Crédito Mútuo","Singular","CREDISBC@UOL.COM.BR",NA,"2007","10","cooperativas"
"3612764.000000","COOPERATIVA DE CRÉDITO RURAL DE CACOAL LTDA","RUA SAO LUIZ, 1230",NA,"CENTRO","78977070.000000","CACOAL","RO","69.000000","4432198.000000","Crédito Rural","Singular","CREDICACOAL@NETTRAVEL.COM.BR",NA,"2007","10","cooperativas"
"3618104.000000","CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL","RUA MOURA AZEVEDO, 606 - SALA 201","2 ANDAR","SÃO GERALDO","90230150.000000","PORTO ALEGRE","RS","51.000000","32646140.000000","Crédito Mútuo","Central","CECRERS@CECRERS.COM.BR","WWW.CECRERS.COM.BR","2007","10","cooperativas"
"3620772.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS NO CEARÁ - FEDERALCRED","AV. BORGES DE MELO, 820",NA,"FATIMA","60415510.000000","FORTALEZA","CE","85.000000","32774878.000000","Crédito Mútuo","Singular","CE@FEDERALCRED.COM.BR",NA,"2007","10","cooperativas"
"3632872.000000","COOPERATIVA DE CRÉDITO RURAL DO SUL DE RONDÔNIA LTDA.","AV. MAJOR AMARANTE, 3168","PREDIO","CENTRO","78995000.000000","VILHENA","RO","69.000000","33225250.000000","Crédito Rural","Singular","CREDISUL@WEBSAT.COM.BR",NA,"2007","10","cooperativas"
"3639902.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBL PODER EXEC FEDERAL NO ESTADO DO ESPIRITO SANTO","RUA GAMA ROSA, Nº 76",NA,"CENTRO","29015100.000000","VITORIA","ES","27.000000","31324320.000000","Crédito Mútuo","Singular","COOPSEFES@COOPSEFES.COM.BR","WWW.COOPSEFES.COM.BR","2007","10","cooperativas"
"3645752.000000","COOPERATIVA DE CRÉDITO DA MICROREGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG","PRAÇA SAGRADOS CORAÇÕES","71","CENTRO","38800000.000000","SAO GOTARDO","MG","34.000000","36713562.000000","Livre Admissão - população até 300 mil habitantes","Singular","SICCOBCREDISG@SICCOBCREDISG.COM.BR",NA,"2007","10","cooperativas"
"3653959.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS COMERCIANTES VEÍCULOS E DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS DE PORTO ALEGRE E REGIÃO METROPOLITANA - SIVEICRED","AV. PARANA, 2.435",NA,NA,"90240602.000000","PORTO ALEGRE","RS","51.000000","32225577.000000","Crédito Mútuo","Singular",NA,NA,"2007","10","cooperativas"
"3657230.000000","COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG","ROD. ANHANGUERA KM 106,5",NA,"SUMARE","13170970.000000","SUMARE","SP","19.000000","21036029.000000","Crédito Mútuo","Singular","MCAPELLO@PPG.COM",NA,"2007","10","cooperativas"
"3661027.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTIAGO DO SUL - CRESOL SANTIAGO","AV. JOAO CORSO, S/N","CENTRO","CENTRO","89854000.000000","SANTIAGO DO SUL","SC","49.000000","33450074.000000","Crédito Rural","Singular","SANTIAGO@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"3662047.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL","AV.AURELIANO DE FIGUEIREDO PINTO,501","5º ANDAR","PRAIA DE BELAS","90050191.000000","PORTO ALEGRE","RS","51.000000","32545343.000000","Crédito Mútuo","Singular","COOP.MP@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3665505.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE ENGENHARIA, ARQUITETURA E AGRONOMIA NO SUL FLUMINENSE LTDA - COOPCRED","RUA GAL OSWALDO PINTO DA VEIGA, 231","SALA 602","VILA SANTA CECILIA","27260110.000000","VOLTA REDONDA","RJ","24.000000","33436879.000000","Crédito Mútuo","Singular","COOPCRED@UOL.COM.BR",NA,"2007","10","cooperativas"
"3674133.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) -CREDISCOOP","PRACA ANTONIO PRADO, 33, 16 ANDAR, CONJ 1604/1607",NA,"CENTRO","1010010.000000","SAO PAULO","SP","11.000000","32423341.000000","Crédito Mútuo","Singular","SAC@CREDISCOOP.COM.BR",NA,"2007","10","cooperativas"
"3685335.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA UNIFI - CREDIUNIFI","AV ENGENHEIRO LUIZ CARLOS BERRINI, 716, 3 ANDAR",NA,"MORUMBI","4571000.000000","SAO PAULO","SP","35.000000","32995011.000000","Crédito Mútuo","Singular","CREDI.UNIFI@ALFENAS.PSI.BR",NA,"2007","10","cooperativas"
"3700068.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS EMPRESAS TRANSPORTE E TRÂNSITO SÃO PAULO - COOPERTRANS","RUA DA GLORIA, 279","9° ANDAR CONJUNTO 91","LIBERDADE","1510001.000000","SAO PAULO","SP","11.000000","32030383.000000","Crédito Mútuo","Singular","COOPERTRANS.COOP@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3730508.000000","COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DE GOIÂNIA LTDA.","RUA 250,S/N -PARQ.AGROP.DR.PEDRO LUDOVICO TEIXEIRA",NA,"NOVA VILA","74653200.000000","GOIANIA","GO","62.000000","32032090.000000","Crédito Rural","Singular","CREDISGPA@CREDISGPA.COM.BR","WWW.CREDISGPA.COM.BR","2007","10","cooperativas"
"3732359.000000","COOPERATIVA DE CRÉDITO RURAL DO ALTO PAJEÚ - CREDIPAJEÚ LTDA","RUA PAULO SOARES, 25",NA,"CENTRO","56700000.000000","SAO JOSE DO EGITO","PE","87.000000","38441808.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"3749897.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE DE MONTES CLAROS LTDA - UNICRED NORTE DE MINAS","AV. CORONEL PRATES, 125","LOJA 03","CENTRO","39400000.000000","MONTES CLAROS","MG","38.000000","32166201.000000","Crédito Mútuo","Singular","UCMG0028@UNICREDMG.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"3750034.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS JUIZES DO RIO GRANDE DO SUL","RUA CELESTE GOBBATO, 81","3º ANDAR","PRAIA DE BELAS","90110160.000000","PORTO ALEGRE","RS","51.000000","32867226.000000","Crédito Mútuo","Singular","SICREDIAJURIS@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3780968.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS IND.QUIM.FARMAC.E SIMILARES DO SUL FLUMINENSE LTDA","RUA FELIPE BRUNO","N. 27- JARDIM TROPICAL","CENTRO","27541270.000000","RESENDE","RJ","24.000000","33609494.000000","Crédito Mútuo","Singular","COOPQUIM@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3791055.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONÁRIOS DOS ESTABELECIMENTOS DE ENSINO PARTICULARES DE CUIABA E REGIÃO E DA SANTA CASA DE MISERICORDIA DE CUIABÁ E EMPRESAS DO COMPLEXO","AV. DOM BOSCO, 630",NA,"CENTRO","78015360.000000","CUIABA","MT","65.000000","36248405.000000","Crédito Mútuo","Singular","COOPECMT@TERRA.COM.BR","WWW.COOPECMT.COOP.BR","2007","10","cooperativas"
"3793242.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS CONFECCIONISTAS DO VESTUÁRIO DA REGIÃO SUL CATARINENSE   SICREDI EXTREMO SUL CATARINENSE SC","RUA: RUI BARBOSA, 149 SALA 02","CENTRO EMPRESARIAL DIOMICIO FREITAS","CENTRO","88801120.000000","CRICIUMA","SC","48.000000","34370809.000000","Crédito Mútuo","Singular","GERENTEACICRED@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3836609.000000","COOPERATIVA DE CRÉDITO RURAL VALE DO MANOEL ALVES   SICREDI VALE DO MANOEL ALVES   TO","PRACA DA CAPELINHA ESQ. AV. CENTRAL, 900",NA,"CENTRO","77300000.000000","DIANOPOLIS","TO","63.000000","36922495.000000","Crédito Rural","Singular","COOPERCRED@CAMPOSNET.COM.BR",NA,"2007","10","cooperativas"
"3844699.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.","AVENIDA REPUBLICA, 1",NA,"CENTRO","29020620.000000","VITORIA","ES","27.000000","33231009.000000","Crédito Mútuo","Singular","CREDESTIVA@TERRA.COM.BR",NA,"2007","10","cooperativas"
"3862898.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS DO ESTADO DE MINAS GERAIS LTDA - COOPERCORREIOS","RUA TUPIS, Nº 38  - 20º  ANDAR","EDIFICIO ITAMARATY","CENTRO","30190901.000000","BELO HORIZONTE","MG","31.000000","32242116.000000","Crédito Mútuo","Singular","COOPERCORREIOS@HOTMAIL.COM",NA,"2007","10","cooperativas"
"3880529.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS EMPRESAS RODOVIARIAS LOCAL.GRANDE VITORIA - RODOCAIXA","RUA PEDRO CARLOS DE SOUZA,84,ED.MADEIRA SLS 202/3",NA,"ILHA DE SANTA MARIA","29040040.000000","VITORIA","ES","27.000000","32221017.000000","Crédito Mútuo","Singular","RODOCAIXA@VELOXMAIL.COM.BR",NA,"2007","10","cooperativas"
"3921543.000000","COOPERATIVA DE CRÉDITO RURAL DO VALE DO ITAPICURU LTDA","RUA RIO BRANCO, S/N","TERREO","CENTRO","48880000.000000","SANTALUZ","BA","75.000000","32653099.000000","Crédito Rural","Singular","ITAPICURU@COOPITAPICURU.COM.BR","WWW.COOPITAPICURU.COM.BR","2007","10","cooperativas"
"3921828.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS GRÁFICOS DA REGIÃO METROPOLITANA DE BELO HORIZONTE LIMITADA","RUA MARANHAO, 1642 - 4 ANDAR",NA,"FUNCIONARIOS","30150331.000000","BELO HORIZONTE","MG","31.000000","32874999.000000","Crédito Mútuo","Singular","CREDIGRAF@CREDIGRAF.COM.BR",NA,"2007","10","cooperativas"
"3930587.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SECURITARIOS, DOS CORRETORES DE SEGUROS E DE CAPITALIZACAO DO RIO DE JANEIRO LTDA.","RUA DO ROSARIO, 99","5º ANDAR","CENTRO","20041004.000000","RIO DE JANEIRO","RJ","21.000000","25091511.000000","Crédito Mútuo","Singular","CECM@CREDICORRJ.COM.BR","WWW.CREDICORRJ.COM.BR","2007","10","cooperativas"
"3937769.000000","COOPERATIVA DE CRÉDITO RURAL DO BICO DO PAPAGAIO - SICREDI BICO DO PAPAGAIO TO","PRAÇA BENJAMIM FERNANDES DE SOUSA, 339-A",NA,"CENTRO","77950000.000000","ARAGUATINS","TO","63.000000","4742044.000000","Crédito Rural","Singular","CREDBICO@BLZNET.COM.BR",NA,"2007","10","cooperativas"
